agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
PALM with expert AMDP,0,223,0.0,0.0,4034.0,4.0
PALM with expert AMDP,0,224,0.0,0.0,4046.0,12.0
PALM with expert AMDP,0,225,0.0,0.0,4050.0,4.0
PALM with expert AMDP,0,226,0.0,0.0,4054.0,4.0
PALM with expert AMDP,0,227,0.0,0.0,4058.0,4.0
PALM with expert AMDP,0,228,0.0,0.0,4062.0,4.0
PALM with expert AMDP,0,229,0.0,0.0,4066.0,4.0
PALM with expert AMDP,0,230,0.0,0.0,4070.0,4.0
PALM with expert AMDP,0,231,0.0,0.0,4074.0,4.0
PALM with expert AMDP,0,232,0.0,0.0,4078.0,4.0
PALM with expert AMDP,0,233,0.0,0.0,4082.0,4.0
PALM with expert AMDP,0,234,0.0,0.0,4086.0,4.0
PALM with expert AMDP,0,235,0.0,0.0,4090.0,4.0
PALM with expert AMDP,0,236,0.0,0.0,4094.0,4.0
PALM with expert AMDP,0,237,0.0,0.0,4098.0,4.0
PALM with expert AMDP,0,238,0.0,0.0,4102.0,4.0
PALM with expert AMDP,0,239,0.0,0.0,4106.0,4.0
PALM with expert AMDP,0,240,0.0,0.0,4110.0,4.0
PALM with expert AMDP,0,241,0.0,0.0,4114.0,4.0
PALM with expert AMDP,0,242,0.0,0.0,4118.0,4.0
PALM with expert AMDP,0,243,0.0,0.0,4122.0,4.0
PALM with expert AMDP,0,244,0.0,0.0,4126.0,4.0
PALM with expert AMDP,0,245,0.0,0.0,4130.0,4.0
PALM with expert AMDP,0,246,0.0,0.0,4134.0,4.0
PALM with expert AMDP,0,247,0.0,0.0,4138.0,4.0
PALM with expert AMDP,0,248,0.0,0.0,4142.0,4.0
PALM with expert AMDP,0,249,0.0,0.0,4146.0,4.0
PALM with expert AMDP,0,250,0.0,0.0,4150.0,4.0
PALM with expert AMDP,0,251,0.0,0.0,4154.0,4.0
PALM with expert AMDP,0,252,0.0,0.0,4158.0,4.0
PALM with expert AMDP,0,253,0.0,0.0,4162.0,4.0
PALM with expert AMDP,0,254,0.0,0.0,4166.0,4.0
PALM with expert AMDP,0,255,0.0,0.0,4170.0,4.0
PALM with expert AMDP,0,256,0.0,0.0,4174.0,4.0
PALM with expert AMDP,0,257,0.0,0.0,4178.0,4.0
PALM with expert AMDP,0,258,0.0,0.0,4182.0,4.0
PALM with expert AMDP,0,259,0.0,0.0,4186.0,4.0
PALM with expert AMDP,0,260,0.0,0.0,4190.0,4.0
PALM with expert AMDP,0,261,0.0,0.0,4194.0,4.0
PALM with expert AMDP,0,262,0.0,0.0,4198.0,4.0
PALM with expert AMDP,0,263,0.0,0.0,4202.0,4.0
PALM with expert AMDP,0,264,0.0,0.0,4206.0,4.0
PALM with expert AMDP,0,265,0.0,0.0,4210.0,4.0
PALM with expert AMDP,0,266,0.0,0.0,4214.0,4.0
PALM with expert AMDP,0,267,0.0,0.0,4218.0,4.0
PALM with expert AMDP,0,268,0.0,0.0,4222.0,4.0
PALM with expert AMDP,0,269,0.0,0.0,4226.0,4.0
PALM with expert AMDP,0,270,0.0,0.0,4230.0,4.0
PALM with expert AMDP,0,271,0.0,0.0,4234.0,4.0
PALM with expert AMDP,0,272,0.0,0.0,4238.0,4.0
PALM with expert AMDP,0,273,0.0,0.0,4242.0,4.0
PALM with expert AMDP,0,274,0.0,0.0,4246.0,4.0
PALM with expert AMDP,0,275,0.0,0.0,4250.0,4.0
PALM with expert AMDP,0,276,0.0,0.0,4254.0,4.0
PALM with expert AMDP,0,277,0.0,0.0,4258.0,4.0
PALM with expert AMDP,0,278,0.0,0.0,4262.0,4.0
PALM with expert AMDP,0,279,0.0,0.0,4266.0,4.0
PALM with expert AMDP,0,280,0.0,0.0,4270.0,4.0
PALM with expert AMDP,0,281,0.0,0.0,4274.0,4.0
PALM with expert AMDP,0,282,0.0,0.0,4278.0,4.0
PALM with expert AMDP,0,283,0.0,0.0,4282.0,4.0
PALM with expert AMDP,0,284,0.0,0.0,4286.0,4.0
PALM with expert AMDP,0,285,0.0,0.0,4290.0,4.0
PALM with expert AMDP,0,286,0.0,0.0,4294.0,4.0
PALM with expert AMDP,0,287,0.0,0.0,4298.0,4.0
PALM with expert AMDP,0,288,0.0,0.0,4302.0,4.0
PALM with expert AMDP,0,289,0.0,0.0,4306.0,4.0
PALM with expert AMDP,0,290,0.0,0.0,4310.0,4.0
PALM with expert AMDP,0,291,0.0,0.0,4314.0,4.0
PALM with expert AMDP,0,292,0.0,0.0,4318.0,4.0
PALM with expert AMDP,0,293,0.0,0.0,4322.0,4.0
PALM with expert AMDP,0,294,0.0,0.0,4326.0,4.0
PALM with expert AMDP,0,295,0.0,0.0,4330.0,4.0
PALM with expert AMDP,0,296,0.0,0.0,4334.0,4.0
PALM with expert AMDP,0,297,0.0,0.0,4338.0,4.0
PALM with expert AMDP,0,298,0.0,0.0,4342.0,4.0
PALM with expert AMDP,0,299,0.0,0.0,4346.0,4.0
