agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
PALM,0,93,-203.45000000000002,-0.11666666666666667,2189.0,15.0
PALM,0,94,-204.70000000000002,-0.25,2194.0,5.0
PALM,0,95,-207.55,-0.07702702702702706,2231.0,37.0
PALM,0,96,-208.8,-0.25,2236.0,5.0
PALM,0,97,-210.05,-0.25,2241.0,5.0
PALM,0,98,-212.10000000000002,-0.09761904761904763,2262.0,21.0
PALM,0,99,-213.50000000000003,-0.175,2270.0,8.0
PALM,0,100,-216.30000000000004,-0.07777777777777779,2306.0,36.0
PALM,0,101,-219.00000000000003,-0.07941176470588239,2340.0,34.0
PALM,0,102,-222.65000000000003,-0.06886792452830186,2393.0,53.0
PALM,0,103,-226.30000000000004,-0.06886792452830186,2446.0,53.0
PALM,0,104,-229.05000000000004,-0.0785714285714286,2481.0,35.0
PALM,0,105,-231.20000000000005,-0.09347826086956523,2504.0,23.0
PALM,0,106,-232.65000000000003,-0.1611111111111111,2513.0,9.0
PALM,0,107,-235.85000000000002,-0.07272727272727274,2557.0,44.0
PALM,0,108,-237.75000000000003,-0.10555555555555557,2575.0,18.0
PALM,0,109,-239.60000000000002,-0.10882352941176471,2592.0,17.0
PALM,0,110,-242.75000000000003,-0.07325581395348837,2635.0,43.0
PALM,0,111,-246.35000000000002,-0.0692307692307692,2687.0,52.0
PALM,0,112,-249.45000000000002,-0.07380952380952382,2729.0,42.0
PALM,0,113,-250.9,-0.1611111111111111,2738.0,9.0
PALM,0,114,-252.65,-0.11666666666666667,2753.0,15.0
PALM,0,115,-254.5,-0.10882352941176471,2770.0,17.0
PALM,0,116,-257.2,-0.07941176470588239,2804.0,34.0
PALM,0,117,-259.25,-0.09761904761904763,2825.0,21.0
PALM,0,118,-261.9,-0.08030303030303032,2858.0,33.0
PALM,0,119,-264.15,-0.09000000000000002,2883.0,25.0
PALM,0,120,-266.0,-0.10882352941176471,2900.0,17.0
PALM,0,121,-267.95,-0.10263157894736843,2919.0,19.0
PALM,0,122,-269.55,-0.13333333333333333,2931.0,12.0
PALM,0,123,-271.2,-0.12692307692307692,2944.0,13.0
PALM,0,124,-274.25,-0.07439024390243903,2985.0,41.0
PALM,0,125,-276.0,-0.11666666666666667,3000.0,15.0
PALM,0,126,-277.85,-0.10882352941176471,3017.0,17.0
PALM,0,127,-281.1,-0.07222222222222222,3062.0,45.0
PALM,0,128,-283.0,-0.10555555555555557,3080.0,18.0
PALM,0,129,-284.45,-0.1611111111111111,3089.0,9.0
PALM,0,130,-285.84999999999997,-0.175,3097.0,8.0
PALM,0,131,-288.49999999999994,-0.08030303030303032,3130.0,33.0
PALM,0,132,-290.69999999999993,-0.09166666666666667,3154.0,24.0
PALM,0,133,-292.5999999999999,-0.10555555555555557,3172.0,18.0
PALM,0,134,-296.69999999999993,-0.06612903225806446,3234.0,62.0
PALM,0,135,-298.94999999999993,-0.09000000000000002,3259.0,25.0
PALM,0,136,-300.79999999999995,-0.10882352941176471,3276.0,17.0
PALM,0,137,-302.9,-0.09545454545454547,3298.0,22.0
PALM,0,138,-305.54999999999995,-0.08030303030303032,3331.0,33.0
